Company,Ticker,Type,InvestedBy,RecentAdds,RecentDels,investorTypeCount,investorType,InvestedByList,RecentAddsList,RecentDelsList
INDIA SHELTE FIN,INDIASHLTR,RecentDel,2,1,1,2,DII | FII,Quant Mutual Fund - Quant Small Cap Fund | Goldman Sachs Funds - Goldman Sachs India Equity P,Goldman Sachs Funds - Goldman Sachs India Equity P,Quant Mutual Fund - Quant Small Cap Fund
Metropolis Healt,METROPOLIS,RecentDel,2,0,1,2,DII | FII,Quant Mutual Fund - Quant Small Cap Fund | Small Cap World Fund Inc,,Quant Mutual Fund - Quant Small Cap Fund
NCC,NCC,RecentDel,2,0,1,1,FII,Massachusetts Institue of Technology | Small Cap World Fund Inc,,Small Cap World Fund Inc
Angel One,ANGELONE,RecentDel,2,0,1,1,FII,Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,,Small Cap World Fund Inc
Havells India,HAVELLS,RecentDel,2,0,1,1,FII,Small Cap World Fund Inc | NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Triveni Turbine,TRITURBINE,RecentDel,2,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED | Jupiter India Fund,,NALANDA INDIA EQUITY FUND nLIMITED
Samhi Hotels,SAMHI,RecentDel,1,0,1,1,HNI,Madhuri Madhusudan Kela,,Madhuri Madhusudan Kela
T R I L,TARIL,RecentDel,1,0,1,1,HNI,Madhuri Madhusudan Kela,,Madhuri Madhusudan Kela
Affordable Robo.,541402,RecentDel,1,0,1,1,HNI,Vijay Kishanlal Kedia,,Vijay Kishanlal Kedia
Talbros Auto.,TALBROAUTO,RecentDel,1,0,1,1,HNI,Vijay Kishanlal Kedia,,Vijay Kishanlal Kedia
Schneider Elect.,SCHNEIDER,RecentDel,1,0,1,1,HNI,Akash Bhanshali,,Akash Bhanshali
Shilpa Medicare,SHILPAMED,RecentDel,1,0,1,1,HNI,Akash Bhanshali,,Akash Bhanshali
Sterlite Tech.,STLTECH,RecentDel,1,0,1,1,HNI,Akash Bhanshali,,Akash Bhanshali
Concord Control,543619,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Dhabriya Poly.,538715,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Dish TV India,DISHTV,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Indian Metals,IMFA,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
InfoBeans Tech.,INFOBEAN,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Jagsonpal Pharma,JAGSNPHARM,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Nuvama Wealth,NUVAMA,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Thejo Engg.,THEJO,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Tracxn Technolo.,TRACXN,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Zota Health Care,ZOTA,RecentDel,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Ador Welding,ADORWELD,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
DU Digital,DUGLOBAL,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Fineotex Chem,FCL,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Garware Hi Tech,GRWRHITECH,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
HLE Glascoat,HLEGLAS,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Inflame Applian.,541083,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Knowledge Marine,543273,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
PCBL Ltd,PCBL,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Sastasundar Ven.,SASTASUNDR,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Virtuoso Optoel.,543597,RecentDel,1,0,1,1,HNI,Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Indraprastha Gas,IGL,RecentDel,1,0,1,1,DII,Parag Parikh Flexi Cap Fund,,Parag Parikh Flexi Cap Fund
Motil.Oswal.Fin.,MOTILALOFS,RecentDel,1,0,1,1,DII,Parag Parikh Flexi Cap Fund,,Parag Parikh Flexi Cap Fund
Power Grid Corpn,POWERGRID,RecentDel,1,0,1,1,DII,Parag Parikh Flexi Cap Fund,,Parag Parikh Flexi Cap Fund
Bayer Crop Sci.,BAYERCROP,RecentDel,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Data Pattern,DATAPATTNS,RecentDel,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Eicher Motors,EICHERMOT,RecentDel,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Prince Pipes,PRINCEPIPE,RecentDel,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Sapphire Foods,SAPPHIRE,RecentDel,1,0,1,1,DII,Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
Arvind Ltd,ARVIND,RecentDel,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Bharat Electron,BEL,RecentDel,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Greenpanel Inds.,GREENPANEL,RecentDel,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
K E C Intl.,KEC,RecentDel,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Symphony,SYMPHONY,RecentDel,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Tata Chemicals,TATACHEM,RecentDel,1,0,1,1,DII,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Kewal Kir.Cloth.,KKCL,RecentDel,1,0,1,1,DII,Kotak Emergency Equity Scheme,,Kotak Emergency Equity Scheme
Schaeffler India,SCHAEFFLER,RecentDel,1,0,1,1,DII,Kotak Emergency Equity Scheme,,Kotak Emergency Equity Scheme
Britannia Inds.,BRITANNIA,RecentDel,1,0,1,1,DII,Quant Mutual Fund - Quant Small Cap Fund,,Quant Mutual Fund - Quant Small Cap Fund
Jash Engineering,JASH,RecentDel,1,0,1,1,DII,Quant Mutual Fund - Quant Small Cap Fund,,Quant Mutual Fund - Quant Small Cap Fund
Vishnu Prakash R,VPRPL,RecentDel,1,0,1,1,DII,Quant Mutual Fund - Quant Small Cap Fund,,Quant Mutual Fund - Quant Small Cap Fund
Action Const.Eq.,ACE,RecentDel,1,0,1,1,FII,Massachusetts Institue of Technology,,Massachusetts Institue of Technology
Equitas Sma. Fin,EQUITASBNK,RecentDel,1,0,1,1,FII,Massachusetts Institue of Technology,,Massachusetts Institue of Technology
Globus Spirits,GLOBUSSPR,RecentDel,1,0,1,1,FII,Massachusetts Institue of Technology,,Massachusetts Institue of Technology
ITD Cem,ITDCEM,RecentDel,1,0,1,1,FII,Massachusetts Institue of Technology,,Massachusetts Institue of Technology
Star Health Insu,STARHEALTH,RecentDel,1,0,1,1,FII,Massachusetts Institue of Technology,,Massachusetts Institue of Technology
360 ONE,360ONE,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
AAVAS Financiers,AAVAS,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Aegis Logistics,AEGISLOG,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Cholaman.Inv.&Fn,CHOLAFIN,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Five-Star Bus.Fi,FIVESTAR,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Glenmark Pharma.,GLENMARK,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Home First Finan,HOMEFIRST,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
SIS,SIS,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Tanla Platforms,TANLA,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Titagarh Rail,TITAGARH,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Tube Investments,TIINDIA,RecentDel,1,0,1,1,FII,Small Cap World Fund Inc,,Small Cap World Fund Inc
Advanced Enzyme,ADVENZYMES,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Ahluwalia Contr.,AHLUCONT,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
D B Corp,DBCORP,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Elgi Equipments,ELGIEQUIP,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
GE Shipping Co,GESHIP,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Info Edg.(India),NAUKRI,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Jyothy Labs,JYOTHYLAB,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
NRB Bearings,NRBBEARING,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
TTK Prestige,TTKPRESTIG,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Volt.Transform.,VOLTAMP,RecentDel,1,0,1,1,FII,NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Godfrey Phillips,GODFRYPHLP,RecentDel,1,0,1,1,FII,Jupiter India Fund,,Jupiter India Fund
Milkfood,507621,RecentDel,1,0,1,1,FII,Jupiter India Fund,,Jupiter India Fund
Bombay Dyeing,BOMDYEING,ALL,1,0,0,1,HNI,Madhuri Madhusudan Kela,,
Indostar Capital,INDOSTAR,ALL,2,0,0,2,HNI | FII,Madhuri Madhusudan Kela | Jupiter India Fund,,
IRIS Business,IRIS,ALL,1,0,0,1,HNI,Madhuri Madhusudan Kela,,
Kopran,KOPRAN,ALL,1,0,0,1,HNI,Madhuri Madhusudan Kela,,
MKVentures Cap.,514238,ALL,1,0,0,1,HNI,Madhuri Madhusudan Kela,,
Niyogin Fintech,538772,ALL,1,0,0,1,HNI,Madhuri Madhusudan Kela,,
Radico Khaitan,RADICO,ALL,4,0,0,2,HNI | FII,Madhuri Madhusudan Kela | Mukul Mahavir Agrawal | Massachusetts Institue of Technology | Small Cap World Fund Inc,,
Rashi Peripheral,RPTECH,ALL,1,0,0,1,HNI,Madhuri Madhusudan Kela,,
Repro India,REPRO,ALL,4,0,1,1,HNI,Madhuri Madhusudan Kela | Vijay Kishanlal Kedia | Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Ashish Rameshchandra Kacholia
Samhi Hotels,SAMHI,ALL,1,0,1,1,HNI,Madhuri Madhusudan Kela,,Madhuri Madhusudan Kela
Sangam India,SANGAMIND,ALL,1,0,0,1,HNI,Madhuri Madhusudan Kela,,
T R I L,TARIL,ALL,1,0,1,1,HNI,Madhuri Madhusudan Kela,,Madhuri Madhusudan Kela
ABC Bearings,ANTFRIBEAR,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Affordable Robo.,541402,ALL,1,0,1,1,HNI,Vijay Kishanlal Kedia,,Vijay Kishanlal Kedia
Apcotex Industri,APCOTEXIND,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Aries Agro,ARIES,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Atul Auto,ATULAUTO,ALL,2,0,0,2,HNI | FII,Vijay Kishanlal Kedia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Cera Sanitary.,CERA,ALL,2,0,1,2,HNI | FII,Vijay Kishanlal Kedia | NALANDA INDIA EQUITY FUND nLIMITED,,NALANDA INDIA EQUITY FUND nLIMITED
Cheviot Company,CHEVIOT,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Elecon Engg.Co,ELECON,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Everest Inds.,EVERESTIND,ALL,2,0,0,2,HNI | FII,Vijay Kishanlal Kedia | Massachusetts Institue of Technology,,
Global Vectra,GLOBALVECT,ALL,1,1,0,1,HNI,Vijay Kishanlal Kedia,Vijay Kishanlal Kedia,
Innovators,541353,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Karnataka Bank,KTKBANK,ALL,2,0,0,2,HNI | DII,Vijay Kishanlal Kedia | Quant Mutual Fund - Quant Small Cap Fund,,
Kokuyo Camlin,KOKUYOCMLN,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Lykis,530689,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Mahindra Holiday,MHRIL,ALL,2,1,0,2,HNI | DII,Vijay Kishanlal Kedia | 3P India Equity Fund 1,3P India Equity Fund 1,
MIRC Electronics,MIRCELECTR,ALL,2,0,0,1,HNI,Vijay Kishanlal Kedia | Ashish Rameshchandra Kacholia,,
Pakka,PAKKA,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Panasonic Energy,LAKHNNATNL,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Precision Camshf,PRECAM,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Ramco Systems,RAMCOSYS,ALL,2,0,0,2,HNI | FII,Vijay Kishanlal Kedia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Sibar Software,532302,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Siyaram Silk,SIYSIL,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Speciality Rest.,SPECIALITY,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Stewarts & Lloyd,504960,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Sudarshan Chem.,SUDARSCHEM,ALL,2,0,0,2,HNI | FII,Vijay Kishanlal Kedia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Talbros Auto.,TALBROAUTO,ALL,1,0,1,1,HNI,Vijay Kishanlal Kedia,,Vijay Kishanlal Kedia
TCPL Packaging,TCPLPACK,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Tejas Networks,TEJASNET,ALL,1,0,0,1,HNI,Vijay Kishanlal Kedia,,
Vaibhav Global,VAIBHAVGBL,ALL,2,1,1,1,HNI,Vijay Kishanlal Kedia | Ashish Rameshchandra Kacholia,Vijay Kishanlal Kedia,Ashish Rameshchandra Kacholia
Amber Enterp.,AMBER,ALL,3,1,0,3,HNI | DII | FII,Akash Bhanshali | Kotak Emergency Equity Scheme | Goldman Sachs Funds - Goldman Sachs India Equity P,Goldman Sachs Funds - Goldman Sachs India Equity P,
Aroni Commercial,512273,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Arvind Fashions.,ARVINDFASN,ALL,2,0,1,1,HNI,Akash Bhanshali | Ashish Rameshchandra Kacholia,,Akash Bhanshali
Balrampur Chini,BALRAMCHIN,ALL,4,1,0,3,HNI | DII | FII,Akash Bhanshali | Quant Mutual Fund - Quant Small Cap Fund | Massachusetts Institue of Technology | Goldman Sachs Funds - Goldman Sachs India Equity P,Quant Mutual Fund - Quant Small Cap Fund,
Career Point,CAREERP,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Dilip Buildcon,DBL,ALL,3,2,0,3,HNI | DII | FII,Akash Bhanshali | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Small Cap World Fund Inc,Akash Bhanshali | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,
GeeCee Vent.,GEECEE,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Genus Power,GENUSPOWER,ALL,2,0,0,1,HNI,Akash Bhanshali | Ashish Rameshchandra Kacholia,,
Granules India,GRANULES,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Greenlam Industr,GREENLAM,ALL,2,0,1,2,HNI | DII,Akash Bhanshali | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Gujarat Fluoroch,FLUOROCHEM,ALL,3,0,0,3,HNI | DII | FII,Akash Bhanshali | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Small Cap World Fund Inc,,
Hathway Cable,HATHWAY,ALL,2,0,0,2,HNI | FII,Akash Bhanshali | Small Cap World Fund Inc,,
I D F C,IDFC,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Inox Wind Energy,IWEL,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Khaitan Elect.,KHAITANELE,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Laurus Labs,LAURUSLABS,ALL,4,0,2,3,HNI | DII | FII,Akash Bhanshali | Mirae Asset Large &amp; Midcap Fund | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,,Mirae Asset Large &amp; Midcap Fund | Small Cap World Fund Inc
Mah. Seamless,MAHSEAMLES,ALL,2,1,0,2,HNI | DII,Akash Bhanshali | Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
Mahindra Logis.,MAHLOG,ALL,3,0,0,2,HNI | FII,Akash Bhanshali | Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Mercator,MERCATOR,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Natco Pharma,NATCOPHARM,ALL,2,0,1,2,HNI | DII,Akash Bhanshali | Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
One 97,PAYTM,ALL,1,1,0,1,HNI,Akash Bhanshali,Akash Bhanshali,
Parag Milk Foods,PARAGMILK,ALL,4,0,0,2,HNI | FII,Akash Bhanshali | Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia | Goldman Sachs Funds - Goldman Sachs India Equity P,,
Polyplex Corpn,POLYPLEX,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Pratibha Industr,PRATIBHA,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Praxis Home,PRAXIS,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Prism Johnson,PRSMJOHNSN,ALL,3,0,1,2,HNI | FII,Akash Bhanshali | Goldman Sachs Funds - Goldman Sachs India Equity P | Jupiter India Fund,,Jupiter India Fund
Ramkrishna Forg.,RKFORGE,ALL,4,1,0,3,HNI | DII | FII,Akash Bhanshali | Kotak Emergency Equity Scheme | Massachusetts Institue of Technology | Small Cap World Fund Inc,Small Cap World Fund Inc,
Sandhar Tech,SANDHAR,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Saraswati Commer,512020,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Schneider Elect.,SCHNEIDER,ALL,1,0,1,1,HNI,Akash Bhanshali,,Akash Bhanshali
Shilpa Medicare,SHILPAMED,ALL,1,0,1,1,HNI,Akash Bhanshali,,Akash Bhanshali
Shreenath Invest,503696,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Sterlite Tech.,STLTECH,ALL,1,0,1,1,HNI,Akash Bhanshali,,Akash Bhanshali
Usha Martin,USHAMART,ALL,2,1,0,2,HNI | DII,Akash Bhanshali | Quant Mutual Fund - Quant Small Cap Fund,Quant Mutual Fund - Quant Small Cap Fund,
Vascon Engineers,VASCONEQ,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Welspun Living,WELSPUNLIV,ALL,1,0,0,1,HNI,Akash Bhanshali,,
Zodiac Cloth. Co,ZODIACLOTH,ALL,1,0,0,1,HNI,Akash Bhanshali,,
ADF Foods,ADFFOODS,ALL,2,0,0,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,
AGI Greenpac,AGI,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Allcargo Gati,ACLGATI,ALL,2,0,1,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Mukul Mahavir Agrawal
Allcargo Logist.,ALLCARGO,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Allcargo Termi,ATL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Apollo Pipes,APOLLOPIPE,ALL,2,0,1,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Mukul Mahavir Agrawal
Arman Financial,ARMANFIN,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Arrow Greentech,ARROWGREEN,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Artefact Project,531297,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Asian Granito,ASIANTILES,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
BEML Ltd,BEML,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Bhagiradha Chem.,BHAGCHEM,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Bharat Bijlee,BBL,ALL,2,0,0,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,
Birlasoft Ltd,BSOFT,ALL,3,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia | Small Cap World Fund Inc,,
BSE,BSE,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Jupiter India Fund,,
Cambridge Tech.,CTE,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Capacit'e Infra.,CAPACITE,ALL,2,1,0,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P,Mukul Mahavir Agrawal,
CEAT,CEATLTD,ALL,2,0,1,2,HNI | DII,Mukul Mahavir Agrawal | Mirae Asset Large &amp; Midcap Fund,,Mirae Asset Large &amp; Midcap Fund
CG Power & Ind,CGPOWER,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Small Cap World Fund Inc,,
CL Educate,CLEDUCATE,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Concord Control,543619,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Cords Cable,CORDSCABLE,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
DE Nora India,DENORA,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Delphi World,DELPHIFX,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Delta Corp,DELTACORP,ALL,4,0,1,3,HNI | DII | FII,Mukul Mahavir Agrawal | Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund | Goldman Sachs Funds - Goldman Sachs India Equity P | Small Cap World Fund Inc,,Hdfc Mutual Fund-Hdfc Mid-Cap Oppurtunities Fund
Dhabriya Poly.,538715,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Dish TV India,DISHTV,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Dishman Carbogen,DCAL,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Massachusetts Institue of Technology,,
Dolphin Offshore,DOLPHIN,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Dredging Corpn.,DREDGECORP,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Dwarikesh Sugar,DWARKESH,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Dynamatic Tech.,DYNAMATECH,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P,,
EKI Energy,543284,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Ethos Ltd,ETHOSLTD,ALL,3,2,1,2,HNI | FII,Mukul Mahavir Agrawal | Goldman Sachs Funds - Goldman Sachs India Equity P | Jupiter India Fund,Goldman Sachs Funds - Goldman Sachs India Equity P | Jupiter India Fund,Mukul Mahavir Agrawal
G M Breweries,GMBREW,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Gensol Engineer.,GENSOL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Goldiam Intl.,GOLDIAM,ALL,2,0,0,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,
GPT Infraproject,GPTINFRA,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Greaves Cotton,GREAVESCOT,ALL,3,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Massachusetts Institue of Technology | Small Cap World Fund Inc,,
GVK Power Infra.,GVKPIL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Himatsing. Seide,HIMATSEIDE,ALL,2,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Jupiter India Fund,,
Hind Rectifiers,HIRECT,ALL,1,1,0,1,HNI,Mukul Mahavir Agrawal,Mukul Mahavir Agrawal,
Hind.Dorr-Oliver,HINDDORROL,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Hind.Oil Explor.,HINDOILEXP,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Hindware Home In,HINDWAREAP,ALL,2,0,1,1,HNI,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia,,Mukul Mahavir Agrawal
Indiamart Inter.,INDIAMART,ALL,1,0,0,1,HNI,Mukul Mahavir Agrawal,,
Indian Metals,IMFA,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
Indo Count Inds.,ICIL,ALL,3,0,0,2,HNI | FII,Mukul Mahavir Agrawal | Ashish Rameshchandra Kacholia | Jupiter India Fund,,
InfoBeans Tech.,INFOBEAN,ALL,1,0,1,1,HNI,Mukul Mahavir Agrawal,,Mukul Mahavir Agrawal
